"PROVINCIA_ESTABLECIMIENTO","CANTO_ESTABLECIMIENTO","PARROQUIA_UBICACION","CLASE_ESTABLECIMIENTO","TIPO_ESTABLECIMIENTO","ENTIDAD","SECTOR","MEDICINA","CIRUGIA","GINECOLOGIA_OBSTETRICIA","PEDIATRIA","CARDIOLOGIA","NEUMOLOGIA","PSIQUIATRIA","TRAUMATOLOGIA","INFECTOLOGIA","OFTALMOLOGIA_OTORRINO","UROLOGIA","GASTROENTEROLOGIA","OTROS_SERVICIOS","SERVICIOS_INDIFERENCIADOS","CAMAS_EMERGENCIA","CAMAS_CUIDADOS_INTENSIVOS","CAMAS_DISPONIBLES_MEDICINA","CAMAS_DISPONIBLES_CIRUGIA","CAMAS_DISPONIBLES_GINECOLOGIA","CAMAS_DISPONIBLE_PEDIATRIA","CAMAS_DISPONIBLES_CARDIOLOGIA","CAMAS_DISPONIBLES_NEUMOLOGIA","CAMAS_DISPONIBLE_PSIQUIATRIA","CAMAS_DISPONIBLE_TRAUMOLOGIA","CAMAS_DISPONIBLES_INFECTOLOGIA","CAMAS_DISPONIBLES_OFTALMOLOGIA","CAMAS_DISPONIBLES_UROLOGIA","CAMAS_DISPONIBLES_GASTROENTEROLOGIA","CAMAS_DISPONIBLES_OTROS_SERVICIOS","CAMAS_DISPONIBLES_SERVICIOS_INDIFERENCIADOS","CAMAS_DISPONIBLES_EMERGENCIA","CAMAS_DISPONIBLES_CUIDADOS_INTENSIVOS","TOTAL_CAMAS_DONACION_NORMAL","TOTAL_CAMAS_DISPONIBLES","NUMERO_FALLECIDOS_MENOR_48H","NUMERO_FALLECIDOS_EN_48H_Y_MAS","DIAS_DE_ESTADA","DIAS_CAMAS_DISPONIBLES","NUMERO_DE_EGRESOS"
"Pichincha","Quito","170169","1","5","1","1","4","0","7","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","7","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","1","1966","5475","598"
"Pichincha","Quito","170156","6","2","1","1","0","0","0","0","0","0","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","0","0","0","0","0","0","0"," "," ","146","131","0","0","45422","47815","228"
"Pichincha","Quito","170130","11","1","6","1","14","62","67","62","21","28","10","49","18","18","33","22","197","0","56","42","14","62","67","59","24","28","10","43","18","22","33","21","199","0"," "," ","601","600","41","363","205006","219610","29621"
"Pichincha","Quito","170113","11","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","224","13","12","0","0","0","0","0","0","0","0","0","0","0","0","0","208"," "," ","224","208","37","160","56940","76236","10037"
"Pichincha","Quito","170126","2","1","18","2","0","0","0","11","0","0","0","0","0","0","0","0","0","78","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","76"," "," ","89","87","4","41","17542","31916","4513"
"Tungurahua","Ambato","180105","2","1","1","1","77","60","66","43","0","0","0","35","0","0","0","0","10","0","0","0","50","40","43","42","0","0","0","20","0","0","0","0","10","0"," "," ","291","205","80","319","67048","74825","14865"
"Tungurahua","Baños de Agua Santa","180250","1","5","1","1","3","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","2","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","0","4","1846","3650","525"
"Tungurahua","San Pedro de Pelileo","180750","1","5","1","1","7","0","9","3","0","0","0","0","0","0","0","0","0","0","0","0","7","0","9","3","0","0","0","0","0","0","0","0","0","0"," "," ","19","19","0","1","4068","6935","1567"
"Tungurahua","Santiago de Pillaro","180850","1","5","1","1","11","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","11","0","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","3","2","3435","7300","1215"
"Tungurahua","Ambato","180150","2","1","6","1","35","31","36","41","5","0","1","26","0","5","12","2","19","0","16","0","35","31","36","41","5","0","1","26","0","5","12","2","19","0"," "," ","213","213","52","215","69876","77745","14005"
"Tungurahua","Ambato","180150","1","5","11","1","16","6","6","20","0","0","0","0","0","0","0","0","12","0","0","0","16","6","6","20","0","0","0","0","0","0","0","0","12","0"," "," ","60","60","2","4","4287","21900","1919"
"Zamora Chinchipe","Zamora","190150","2","1","1","1","16","11","13","17","0","0","0","0","0","0","0","0","0","0","0","0","16","11","13","17","0","0","0","0","0","0","0","0","0","0"," "," ","57","57","1","11","11068","20805","3847"
"Zamora Chinchipe","Yantzaza","190550","1","5","1","1","4","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","4","3","4","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","4","5","3878","5475","1704"
"Zamora Chinchipe","Chinchipe","190250","1","5","1","1","6","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","2","2121","5475","711"
"Sucumbios","Lago Agrio","210150","2","1","1","1","5","6","14","15","0","0","0","0","0","0","0","0","0","0","0","0","5","6","14","15","0","0","0","0","0","0","0","0","0","0"," "," ","40","40","16","74","23875","14600","6904"
"Sucumbios","Shushufindi","210450","1","5","1","1","8","4","12","8","0","0","0","0","0","0","0","0","0","0","0","0","8","4","12","8","0","0","0","0","0","0","0","0","0","0"," "," ","32","32","2","1","7212","11680","2719"
"Orellana","Orellana","220150","2","1","1","1","11","11","22","16","0","0","0","0","0","0","0","0","0","0","0","0","11","11","22","16","0","0","0","0","0","0","0","0","0","0"," "," ","60","60","6","17","17014","21900","5182"
"Orellana","Aguarico","220250","1","5","1","1","10","5","3","5","0","0","0","0","0","0","0","0","0","0","0","0","10","5","3","5","0","0","0","0","0","0","0","0","0","0"," "," ","23","23","0","0","165","8395","80"
"Orellana","Orellana","220150","1","5","3","1","8","4","3","3","0","0","0","8","0","0","0","0","0","0","0","0","8","4","3","3","0","0","0","8","0","0","0","0","0","0"," "," ","26","26","0","0","1214","9490","318"
"Santo Domingo","Santo Domingo","230107","2","1","1","1","0","20","32","0","0","0","0","9","0","0","0","0","20","0","0","0","0","20","32","0","0","0","0","9","0","0","0","0","20","0"," "," ","81","81","17","55","28262","29565","10286"
"Santa Elena","Salinas","240350","1","5","1","1","3","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","3","4","6","2","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","3","3712","5475","1777"
"Santa Elena","La Libertad","240250","1","5","1","1","6","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","22","22","3","1","4811","8030","1826"
"Santa Elena","Santa Elena","240150","2","1","1","1","28","21","26","18","0","0","0","0","0","0","0","0","23","0","0","6","28","21","26","18","0","0","0","0","0","0","0","0","23","0"," "," ","116","116","61","180","29644","42340","8209"
"Santa Elena","Santa Elena","240156","1","5","6","1","6","6","13","9","1","0","0","2","0","1","2","0","6","0","0","0","6","6","13","9","1","0","0","2","0","1","2","0","6","0"," "," ","46","46","7","15","11395","16836","3059"
"Santa Elena","Santa Elena","240154","1","5","1","1","6","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","6","1","5","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","1","0","2677","5475","1260"
"Santo Domingo","Santo Domingo","230102","2","1","1","1","45","0","0","20","0","0","0","0","8","0","0","0","0","0","0","0","50","0","0","20","0","0","0","0","3","0","0","0","0","0"," "," ","73","73","16","86","21054","26645","2515"
"Guayas","Guayaquil","90150","12","3","18","2","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","3"," "," ","7","7","0","0","40","2562","40"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","154","2928","48"
"Guayas","Guayaquil","90150","12","3","18","2","2","3","3","2","0","0","0","3","0","0","0","0","1","0","2","0","2","3","3","4","0","0","0","3","0","0","0","0","1","0"," "," ","14","16","0","0","10","5860","8"
"Galapagos","San Cristobal","200150","2","1","1","1","8","5","6","4","0","0","0","0","0","0","0","0","0","0","4","11","8","5","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","23","23","3","7","2472","8395","644"
"Galapagos","Santa Cruz","200350","1","5","1","1","4","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","8","7","3060","5475","1186"
"Manabi","Pichincha","131150","1","5","1","1","8","8","8","8","0","0","0","0","0","0","0","0","0","0","4","0","8","8","8","8","0","0","0","0","0","0","0","0","0","0"," "," ","32","32","3","1","2556","11680","1047"
"Pichincha","Quito","170150","2","1","6","1","0","0","0","26","0","0","0","0","0","0","0","0","0","128","0","6","0","0","0","21","0","0","0","0","0","0","0","0","0","128"," "," ","154","149","27","101","43228","54544","12055"
"Santo Domingo","Santo Domingo","230150","2","1","6","1","33","21","29","20","0","0","0","6","0","0","6","0","12","0","0","6","33","21","29","20","0","0","0","6","0","0","6","0","12","0"," "," ","127","127","16","124","40700","46482","9400"
"El Oro","Pasaje","70950","1","5","3","1","13","4","4","3","0","0","0","4","0","0","0","0","2","0","0","0","13","4","4","3","0","0","0","4","0","0","0","0","2","0"," "," ","30","30","2","3","1472","9220","375"
"Loja","Loja","110150","1","5","3","1","20","7","4","4","0","0","0","5","0","0","0","0","0","0","0","0","20","7","4","4","0","0","0","5","0","0","0","0","0","0"," "," ","40","40","3","5","2306","14640","739"
"Esmeraldas","Esmeraldas","80150","1","5","3","1","6","2","5","9","0","0","0","4","0","0","0","0","0","0","0","0","6","2","5","9","0","0","0","4","0","0","0","0","0","0"," "," ","26","26","0","0","1158","9516","292"
"Manabi","Manta","130850","1","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"," "," ","14","14","1","0","1459","4936","842"
"Manabi","Manta","130850","12","3","18","2","0","0","0","0","22","0","0","0","0","0","4","2","10","0","2","0","0","0","0","0","22","0","0","0","0","0","4","2","10","0"," "," ","38","38","26","45","4931","13908","884"
"Manabi","Portoviejo","130150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32"," "," ","32","32","0","1","802","11712","592"
"Manabi","Manta","130850","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","21","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","21"," "," ","21","21","0","5","1627","7798","752"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","0","0","13","0","0","0","0","0","0","0","0","0","26","4","0","0","0","0","13","0","0","0","0","0","0","0","0","0","26"," "," ","39","39","1","4","3157","15674","1359"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","2","2","13","0","0","0","0","0","0","0","0","0","23","0","0","0","2","2","13","0","0","0","0","0","0","0","0","0","23"," "," ","40","40","1","0","1747","14640","565"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","0","0","3","0","0","0","0","0","0","0","0","6","45","6","6","0","0","0","3","0","0","0","0","0","0","0","0","6","46"," "," ","54","55","20","74","18285","20254","2613"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","5","3","2","2","2","1","0","2","0","0","0","1","0","3","4","0","5","3","2","2","2","1","0","2","0","0","0","1","0","3"," "," ","21","21","2","1","1888","7707","746"
"Bolivar","Guaranda","20150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","214","2200","154"
"Guayas","Coronel Marcelino Madirueña","92350","2","1","17","3","19","2","0","3","0","0","0","0","0","0","0","0","0","0","6","0","19","2","0","3","0","0","0","0","0","0","0","0","0","0"," "," ","24","24","0","0","712","8784","301"
"Guayas","Naranjito","91250","12","3","18","2","3","3","0","0","0","0","0","0","0","0","0","0","0","7","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","7"," "," ","13","13","0","0","557","4758","363"
"Guayas","Lomas de Sargentillo","92450","12","3","18","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0"," "," ","7","7","0","0","280","2562","187"
"Guayas","Balzar","90450","12","3","18","2","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","0","0"," "," ","6","6","0","0","83","2196","41"
"Guayas","Balzar","90450","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","93","2936","69"
"Guayas","Balzar","90450","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"," "," ","7","7","0","0","51","2562","51"
"Guayas","El Empalme","90850","12","3","18","2","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5"," "," ","10","10","1","0","549","3660","433"
"Los Rios","Quevedo","120550","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","0","0","271","3660","121"
"Los Rios","Ventanas","120750","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","1","458","2928","381"
"Los Rios","Ventanas","120750","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9"," "," ","10","10","0","0","58","3660","55"
"Los Rios","Babahoyo","120150","12","3","18","2","4","4","2","5","0","0","0","3","0","0","0","0","0","8","3","5","4","4","2","9","0","0","0","3","0","0","0","0","0","8"," "," ","26","30","4","51","4462","10891","1074"
"Santa Elena","Salinas","240350","12","3","18","2","5","0","6","2","1","0","0","2","0","0","0","0","0","0","4","0","5","0","6","2","1","0","0","2","0","0","0","0","0","0"," "," ","16","16","0","0","703","5856","688"
"Santa Elena","Salinas","240352","12","3","18","2","10","6","6","7","2","2","0","4","1","2","2","2","4","2","4","4","10","6","6","7","2","2","0","4","1","2","2","2","4","2"," "," ","50","50","37","8","5461","18300","2447"
"Santa Elena","La Libertad","240250","12","3","18","2","3","1","4","0","0","0","0","1","0","0","0","0","0","9","1","0","3","1","4","0","0","0","0","1","0","0","0","0","0","9"," "," ","18","18","0","0","477","3294","402"
"Santa Elena","La Libertad","240250","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"," "," ","9","9","0","0","54","3294","37"
"Santa Elena","La Libertad","240250","12","3","18","2","16","1","2","3","1","0","0","1","0","1","1","0","0","0","0","0","16","1","2","3","1","0","0","1","0","1","1","0","0","0"," "," ","26","26","14","1","556","9516","322"
"Santa Elena","La Libertad","240250","12","3","18","2","5","3","5","7","0","0","0","1","0","0","1","1","0","3","2","0","5","3","5","7","0","0","0","1","0","0","1","1","0","3"," "," ","26","26","4","2","1085","9516","622"
"Santa Elena","La Libertad","240250","12","3","18","2","8","3","3","4","0","0","0","0","0","0","0","0","0","0","1","0","8","3","3","4","0","0","0","0","0","0","0","0","0","0"," "," ","18","18","0","0","881","6588","448"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"," "," ","12","12","0","0","188","4056","102"
"Santa Elena","Santa Elena","240150","12","3","18","2","8","12","8","8","0","0","0","0","0","0","0","0","0","0","2","0","8","12","8","8","0","0","0","0","0","0","0","0","0","0"," "," ","36","36","1","1","1952","13176","998"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74"," "," ","74","74","43","75","12504","27084","4315"
"Azuay","Cuenca","10150","11","1","18","2","7","5","2","4","2","2","0","2","2","1","2","1","0","0","0","0","7","5","2","4","2","2","0","2","2","1","2","1","0","0"," "," ","30","30","5","21","6895","10980","3133"
"Azuay","Cuenca","10150","11","1","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","46","10","18","0","0","0","0","0","0","0","0","0","0","0","0","0","46"," "," ","46","46","3","19","4846","16836","1518"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","28","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","28"," "," ","28","28","12","41","8617","10248","1791"
"Azuay","Cuenca","10150","12","3","18","2","5","4","2","10","1","2","1","3","1","1","3","1","0","0","0","0","10","6","4","8","1","4","1","3","2","1","3","3","0","0"," "," ","34","46","3","5","5595","16155","2034"
"Azuay","Cuenca","10150","12","3","18","2","2","5","1","1","0","0","0","2","0","1","2","1","1","0","0","0","3","5","1","1","0","0","0","2","0","2","1","0","1","0"," "," ","16","16","4","6","2574","5856","1483"
"Azuay","Cuenca","10150","12","3","18","2","2","2","12","24","0","0","0","0","0","0","0","0","0","2","0","0","2","2","12","24","0","0","0","0","0","0","0","0","0","2"," "," ","42","42","0","10","9992","15330","2893"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","29","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","44","0"," "," ","72","75","0","1","22355","27150","439"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"," "," ","12","12","6","7","2783","4392","1267"
"Azuay","Cuenca","10150","2","1","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"," "," ","19","19","3","4","831","6954","354"
"Loja","Loja","110150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","12"," "," ","15","15","2","1","1403","4392","456"
"Loja","Loja","110150","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","27"," "," ","29","29","5","16","4890","10614","1946"
"Loja","Loja","110150","2","1","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","14"," "," ","14","14","0","0","880","5096","493"
"Loja","Loja","110150","12","3","18","2","4","4","3","2","0","0","0","0","0","0","0","0","0","2","0","0","4","4","3","2","0","0","0","0","0","0","0","0","0","2"," "," ","15","15","4","1","1398","5580","839"
"Loja","Loja","110150","12","3","18","2","1","1","1","3","1","1","0","1","0","1","1","1","3","1","0","0","1","1","1","3","1","1","0","1","0","1","1","1","3","1"," "," ","16","16","1","2","588","5856","330"
"Loja","Loja","110150","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","14"," "," ","16","16","0","0","1790","5856","953"
"El Oro","Machala","70150","12","3","18","2","0","0","0","3","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","43"," "," ","46","46","0","4","5649","11025","1761"
"El Oro","Machala","70150","12","3","18","2","0","0","0","5","0","0","0","0","0","0","0","0","0","20","2","7","0","0","0","5","0","0","0","0","0","0","0","0","0","20"," "," ","25","25","12","27","2850","6265","793"
"El Oro","Machala","70150","12","3","18","2","0","0","0","4","0","0","0","0","2","0","0","0","0","24","0","4","0","0","0","4","0","0","0","0","2","0","0","0","0","24"," "," ","30","30","8","22","9657","8591","2389"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154","0","0","0","0","0","0","0"," "," ","154","154","0","1","47681","56364","1122"
"Guayas","Guayaquil","90150","12","3","18","2","0","6","0","22","6","0","0","0","0","0","0","0","54","0","10","26","0","6","0","22","6","0","0","0","0","0","0","0","54","0"," "," ","88","88","19","139","27308","35808","6818"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133"," "," ","133","133","30","139","26320","47673","6265"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","6","0","0","0","0","0","0","0","0","0","69","20","28","0","0","0","6","0","0","0","0","0","0","0","0","0","69"," "," ","75","75","40","116","19551","27450","3526"
"Guayas","Playas","92150","12","3","18","2","0","0","0","5","0","0","0","30","0","0","0","0","0","0","4","1","0","0","0","5","0","0","0","30","0","0","0","0","0","0"," "," ","35","35","0","1","4552","12810","1150"
"Guayas","Milagro","91050","12","3","18","2","0","0","2","1","0","0","0","5","0","0","0","0","0","20","3","10","0","0","2","1","0","0","0","5","0","0","0","0","0","20"," "," ","28","28","0","2","2760","10248","1029"
"Guayas","Guayaquil","90150","12","3","18","2","14","5","0","0","0","0","0","0","0","0","0","0","0","8","5","8","14","5","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","27","27","12","26","4773","9882","1807"
"Guayas","Guayaquil","90150","12","3","18","2","0","3","1","4","0","0","0","1","0","0","0","0","0","25","3","10","0","3","1","4","0","0","0","1","0","0","0","0","0","25"," "," ","34","34","4","75","8656","12444","2357"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","0","0","647","3660","393"
"Pichincha","Quito","170150","12","3","18","2","0","0","20","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","23","0","0","0","0","0","0","0","0","0","0"," "," ","43","43","2","0","7357","15738","3101"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","9","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","39"," "," ","62","48","3","5","2668","17568","1004"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","1","1","228","3660","118"
"Pichincha","Quito","170150","12","3","18","2","1","5","0","6","1","7","0","4","3","0","1","1","0","0","3","5","1","5","0","6","1","7","0","4","3","0","1","1","0","0"," "," ","29","29","13","60","5381","10614","581"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","25"," "," ","25","25","12","45","7121","9150","1438"
"Pichincha","Quito","170150","12","3","18","2","2","8","1","2","0","0","0","2","0","0","1","0","0","0","3","2","2","8","1","2","0","0","0","2","0","0","1","0","0","0"," "," ","16","16","2","1","2322","5856","981"
"Pichincha","Quito","170150","12","3","18","2","13","2","1","5","0","0","0","0","0","0","0","1","0","0","3","0","13","2","1","5","0","0","0","0","0","0","0","1","0","0"," "," ","22","22","2","1","2087","8052","1026"
"Pichincha","Quito","170184","12","3","18","2","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," ","12","12","2","2","1809","4392","794"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","11","0","0","0","0","0","0","0","0","0","20","2","2","0","0","0","11","0","0","0","0","0","0","0","0","0","20"," "," ","31","31","0","0","3693","11346","2606"
"Pichincha","Quito","170150","2","1","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","63"," "," ","66","63","11","96","18457","23127","4192"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","17","0","0","0","0","0","0","0","0","0","0","0","0","6","3"," "," ","9","9","16","107","4811","3294","296"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","25","0","0","0","0","0","85","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","70","0"," "," ","110","90","5","79","23677","32880","338"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","6","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","9"," "," ","15","15","1","1","489","5490","311"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","19"," "," ","19","19","9","10","2995","6954","791"
"Pichincha","Quito","170150","12","3","18","2","42","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","42","0","0","0","0","0","0","0","0","0","0","0","0","0"," "," ","42","42","16","24","12651","15372","5064"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31"," "," ","31","31","1","8","4580","8494","533"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"," "," ","15","15","1","0","930","5490","488"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","21","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","20"," "," ","45","41","20","62","12982","15158","1954"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","3","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","7"," "," ","10","10","0","0","1579","3660","889"
"Pichincha","Quito","170150","2","1","18","2","0","0","0","8","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","20"," "," ","28","28","4","6","3368","10248","1068"
"Pichincha","Quito","170157","2","1","18","2","16","20","8","27","5","5","2","8","2","5","5","0","16","0","0","0","16","20","8","27","5","5","2","8","2","5","5","0","16","0"," "," ","119","119","16","48","16854","43554","3847"
"Pichincha","Quito","170157","2","1","18","2","8","2","2","14","4","1","0","23","13","1","5","1","9","6","11","12","6","2","2","6","2","1","0","12","4","2","3","1","6","5"," "," ","89","52","8","18","6691","18257","1970"
"Pichincha","Quito","170150","2","1","18","2","0","0","0","10","0","0","0","0","0","0","0","0","0","130","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","122"," "," ","140","132","17","55","32395","48174","11124"
"Pichincha","Quito","170150","2","1","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","75","18","10","0","0","0","0","0","0","0","0","0","0","0","0","0","75"," "," ","75","75","13","42","18095","27450","5857"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","199","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","199","0","0","0","0","0","48","0"," "," ","247","247","6","81","125095","90402","611"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70"," "," ","70","70","3","7","7436","25620","3444"
"Pichincha","Quito","170150","12","3","18","2","48","6","15","6","0","0","0","0","0","0","0","0","0","0","0","6","48","6","15","6","0","0","0","0","0","0","0","0","0","0"," "," ","75","75","8","10","16409","27450","5799"
"Pichincha","Quito","170150","8","2","15","3","0","50","0","46","0","0","0","0","0","0","0","0","68","0","0","0","0","50","0","46","0","0","0","0","0","0","0","0","68","0"," "," ","164","164","21","101","31151","60024","6586"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"," "," ","12","12","0","0","4","2184","4"
